501.650000	5.100000	0.000000	0.000000
501.650000	5.101191	0.000000	0.001191
501.650000	5.103571	0.000000	0.003571
501.650000	5.107149	0.000000	0.007149
501.650000	5.111916	0.000000	0.011916
501.650000	5.117837	0.000000	0.017837
501.650000	5.124911	0.000000	0.024911
501.650000	5.133148	0.000000	0.033148
501.650000	5.142559	0.000000	0.042559
501.650000	5.153078	0.000000	0.053078
501.650000	5.164717	0.000000	0.064717
501.650000	5.177489	0.000000	0.077489
501.650000	5.191373	0.000000	0.091373
501.650000	5.206333	0.000000	0.106333
501.650000	5.222429	0.000000	0.122429
501.650000	5.239684	0.000000	0.139684
501.650000	5.258083	0.000000	0.158083
501.650000	5.277651	0.000000	0.177651
501.650000	5.298413	0.000000	0.198413
501.650000	5.320302	0.000000	0.220302
501.650000	5.343362	0.000000	0.243362
501.650000	5.367388	0.000000	0.267388
501.650000	5.392557	0.000000	0.292557
501.650000	5.418776	0.000000	0.318776
501.650000	5.445973	0.000000	0.345973
501.650000	5.474179	0.000000	0.374179
501.650000	5.503411	0.000000	0.403411
501.650000	5.533558	0.000000	0.433558
501.650000	5.564808	0.000000	0.464808
501.650000	5.597070	0.000000	0.497070
501.650000	5.630213	0.000000	0.530213
501.650000	5.664335	0.000000	0.564335
501.650000	5.699647	0.000000	0.599647
501.650000	5.735960	0.000000	0.635960
501.650000	5.773448	0.000000	0.673448
501.650000	5.811752	0.000000	0.711752
501.650000	5.851121	0.000000	0.751121
501.650000	5.891461	0.000000	0.791461
501.650000	5.932926	0.000000	0.832926
501.650000	5.975556	0.000000	0.875556
501.650000	6.019233	0.000000	0.919233
501.650000	6.064014	0.000000	0.964014
501.650000	6.109800	0.000000	1.009800
501.650000	6.156603	0.000000	1.056603
501.650000	6.204211	0.000000	1.104211
501.650000	6.252814	0.000000	1.152814
501.650000	6.302131	0.000000	1.202131
501.650000	6.352495	0.000000	1.252495
501.650000	6.403607	0.000000	1.303607
501.650000	6.455436	0.000000	1.355436
501.650000	6.508239	0.000000	1.408239
501.650000	6.561996	0.000000	1.461996
501.650000	6.616638	0.000000	1.516638
501.650000	6.672315	0.000000	1.572315
501.650000	6.728996	0.000000	1.628996
501.650000	6.786819	0.000000	1.686819
