0.000000	476.041833	6.000000	0	-1	
0.200000	477.273199	6.156830	1	0	
0.400000	478.494548	6.181119	2	36	
0.600000	479.776091	6.257229	3	1	
0.800000	480.897470	6.073610	4	59	
1.000000	482.004316	6.155362	5	94	
1.200000	483.055279	5.921527	6	130	
1.400000	484.366118	6.071400	7	131	
1.600000	485.662997	6.462933	8	109	
1.800000	486.964981	6.486426	9	109	
2.000000	488.374539	6.673547	10	109	
1.200000	483.076780	5.975278	11	130	
1.400000	484.166248	5.835223	12	69	
0.400000	478.349456	5.769059	13	0	
0.600000	479.602580	5.934578	14	0	
0.800000	481.140363	6.749765	15	46	
1.600000	485.347598	5.859066	16	69	
1.800000	486.404317	5.754808	17	110	
1.600000	485.542975	6.007037	18	117	
0.400000	478.456383	6.036375	19	0	
1.200000	483.246506	6.112344	20	87	
1.000000	481.975752	6.083954	21	94	
1.600000	485.169180	5.835806	22	103	
2.000000	488.084141	6.343088	23	72	
1.600000	485.148003	5.800511	24	103	
1.800000	486.361461	5.717845	25	77	
0.400000	478.565188	6.309928	26	93	
1.600000	485.344451	5.853821	27	69	
0.600000	479.600100	5.930446	28	0	
1.000000	482.127929	6.152297	29	4	
1.600000	485.526986	6.301627	30	152	
2.000000	488.337116	6.611176	31	109	
2.000000	488.313252	6.571402	32	109	
2.000000	488.290290	6.533132	33	109	
1.600000	485.383926	5.876356	34	101	
2.000000	487.582659	6.105992	35	25	
0.200000	477.258324	6.082453	36	0	
1.600000	485.419402	5.915916	37	130	
1.400000	484.485072	6.192830	38	20	
2.000000	488.146615	6.655457	39	72	
1.800000	486.425570	5.807942	40	110	
1.000000	482.460461	6.731279	41	74	
2.000000	487.424713	6.086373	42	135	
1.800000	486.680695	6.776556	43	56	
1.400000	484.121299	5.771843	44	13	
1.200000	483.825674	6.748647	45	111	
0.600000	479.790409	6.264303	46	116	
2.000000	487.972268	6.470855	47	34	
0.800000	480.645258	5.739505	48	13	
1.000000	482.186161	6.141202	49	1	
1.400000	484.512654	6.330744	50	20	
1.800000	486.179278	5.639478	51	103	
1.400000	484.376680	6.124209	52	131	
1.000000	481.876260	5.947958	53	130	
1.200000	483.064171	5.943757	54	130	
2.000000	488.250022	6.473174	55	7	
1.600000	485.325383	5.822042	56	69	
0.600000	479.899020	6.571260	57	65	
1.600000	485.828130	7.257251	58	52	
0.400000	478.468026	6.048511	59	36	
1.800000	487.246248	7.090593	60	58	
0.400000	478.467505	6.045905	61	36	
0.800000	481.051540	6.377245	62	3	
1.000000	482.439292	6.625437	63	74	
1.400000	485.181801	6.735731	64	15	
0.400000	478.584768	6.407828	65	93	
0.200000	477.135227	5.466968	66	0	
1.200000	483.929952	6.979921	67	76	
0.800000	480.761636	6.097324	68	94	
1.000000	481.832158	5.817223	69	86	
0.800000	481.089014	6.493023	70	46	
1.000000	482.048949	6.043228	71	148	
1.800000	486.815524	6.362742	72	18	
1.600000	485.217818	5.715700	73	48	
