30	31	32	33	34	34.6521	33.8826	33.1255	32.3817	31.652	30.9371	30.238	29.5556	28.8912	28.2463	27.6231	27.0234	26.4497	25.9043	25.3783	24.8349	24.2607	23.649	23.0021	22.3228	21.6122	20.871	20.1005	19.3018	18.4762	17.625	16.7496	15.8518	14.9331	13.9954	13.0404	12.0703	11.0874	10.0945	9.09557	8.09544	7.09553	6.09555	5.09553	4.09549	3.09545	2.09543	1.09542	0.0954337	0.904561	1.90455	2.90454	3.90454	4.90454	5.90455	6.90455	7.50069	7.55444	7.73811	8.04281	8.4555	8.96127	9.54533	10.1942	10.8964	11.6422	12.4238	13.2348	14.0701	14.9257	15.7983	16.6852	17.5842	18.4936	19.4119	20.3379	21.2707	22.2092	23.153	24.1012	25.0535	26.0094	26.9684	27.9304	28.8949	29.8617	30.8307	31.8016	32.7742	33.7485	34.7242	35.7012	36.6795	37.6589	38.6394	39.6209	40.6032	41.5864	42.5704	43.5551	44.5405	45.5266	
28.8	29.8	30.8	31.8	32.8	33.8	34.2261	33.7002	33.1348	32.422	31.7245	31.0431	30.3788	29.7327	29.1064	28.5019	27.9211	27.3663	26.8396	26.3321	25.8064	25.2486	24.6522	24.0193	23.3529	22.654	21.9233	21.1621	20.3716	19.5531	18.7078	17.8374	16.9435	16.0279	15.0924	14.1389	13.1697	12.1872	11.1945	10.1956	9.19544	8.19553	7.19555	6.19553	5.19549	4.19545	3.19543	2.19542	1.19543	0.19544	0.80455	1.80454	2.80454	3.80454	4.80455	5.80455	6.80455	7.73756	8.0423	8.455	8.96078	9.54487	10.1938	10.896	11.6418	12.4234	13.2344	14.0698	14.9254	15.798	16.6849	17.584	18.4934	19.4117	20.3377	21.2705	22.209	23.1528	24.101	25.0533	26.0092	26.9683	27.9302	28.8947	29.8616	30.8306	31.8015	32.7741	33.7483	34.724	35.7011	36.6794	37.6588	38.6393	39.6208	40.6031	41.5863	42.5703	43.555	44.5404	45.5265	46.5131	
27.6	28.6	29.6	30.6	31.6	32.6	33.3871	32.8477	32.3304	31.8359	31.3653	30.9194	30.499	30.1054	29.7399	29.3956	28.8328	28.2959	27.7871	27.297	26.7878	26.2455	25.6633	25.0436	24.3891	23.701	22.98	22.2274	21.4445	20.6324	19.7926	18.9266	18.0362	17.1233	16.1897	15.2376	14.2691	13.287	12.2945	11.2956	10.2954	9.29553	8.29555	7.29553	6.29549	5.29545	4.29543	3.29542	2.29543	1.29544	0.29545	0.704544	1.70454	2.70454	3.70455	4.70455	5.70455	6.70455	7.70455	8.70455	9.54441	10.1934	10.8956	11.6414	12.4231	13.2341	14.0695	14.9251	15.7977	16.6847	17.5837	18.4931	19.4115	20.3375	21.2702	22.2088	23.1526	24.1008	25.0531	26.009	26.9681	27.93	28.8946	29.8614	30.8304	31.8013	32.774	33.7482	34.7239	35.701	36.6793	37.6587	38.6392	39.6207	40.603	41.5862	42.5702	43.5549	44.5403	45.5264	46.513	47.5002	
26.4	27.4	28.4	29.4	30.4	31.4	32.4	32.0038	31.4725	30.9644	30.4802	30.0212	29.5881	29.1822	28.805	28.4585	28.1445	27.8648	27.6212	27.4026	27.1665	26.8963	26.5841	26.074	25.4307	24.7526	24.0406	23.296	22.5199	21.7138	20.8789	20.017	19.1298	18.2193	17.2875	16.3365	15.3687	14.3869	13.3944	12.3956	11.3954	10.3955	9.39555	8.39553	7.39549	6.39545	5.39543	4.39542	3.39543	2.39544	1.39545	0.395456	0.604543	1.60454	2.60455	3.60455	4.60455	5.60455	6.60455	7.60455	8.60455	9.60455	10.6045	11.6045	12.6046	13.6046	14.6046	15.6046	16.6046	17.5835	18.4929	19.4112	20.3373	21.27	22.2086	23.1524	24.1007	25.053	26.0088	26.9679	27.9299	28.8944	29.8613	30.8303	31.8012	32.7738	33.7481	34.7238	35.7009	36.6791	37.6586	38.6391	39.6205	40.6029	41.5861	42.5701	43.5548	44.5402	45.5263	46.5129	47.5001	48.4878	
25.2	26.2	27.2	28.2	29.2	30.2	31.2	31.1691	30.6233	30.1008	29.6025	29.1296	28.6831	28.2642	27.8747	27.5165	27.1916	26.9019	26.6493	26.4229	26.1801	25.9046	25.5884	25.2333	24.8419	24.4148	23.9523	23.4552	22.9241	22.3597	21.7625	21.1083	20.224	19.3157	18.3855	17.4355	16.4683	15.4868	14.4944	13.4956	12.4954	11.4955	10.4956	9.49553	8.49549	7.49545	6.49543	5.49542	4.49543	3.49544	2.49545	1.49546	0.495457	0.504545	1.50455	2.50455	3.50455	4.50455	5.50455	6.50455	7.50455	8.50455	9.50455	10.5045	11.5046	12.5046	13.5046	14.5046	15.5046	16.5046	17.5046	18.5046	19.5046	20.5046	21.5046	22.5046	23.5046	24.5046	25.5046	26.5046	27.5046	28.5046	29.5046	30.5046	31.5046	32.5046	33.5046	34.5046	35.5046	36.5046	37.5046	38.5046	39.5046	40.5046	41.5046	42.5046	43.5046	44.5046	45.5046	46.5046	47.5046	48.5046	
24	25	26	27	28	29	30	30.3444	29.7835	29.2459	28.7328	28.2453	27.7846	27.352	26.9494	26.5788	26.2423	25.9419	25.6796	25.4447	25.1949	24.9137	24.5931	24.2351	23.8421	23.415	22.9538	22.4593	21.9323	21.3734	20.7831	20.1625	19.5126	18.8345	18.1292	17.3976	16.6409	15.8592	15.0526	14.2264	13.3911	12.5726	11.5956	10.5955	9.59549	8.59545	7.59543	6.59542	5.59543	4.59544	3.59545	2.59546	1.59546	0.595455	0.404548	1.40455	2.40455	3.40455	4.40455	5.40455	6.40455	7.40455	8.40455	9.40455	10.4046	11.4046	12.4046	13.4046	14.4046	15.4046	16.4046	17.4046	18.4046	19.4046	20.4046	21.4046	22.4046	23.4046	24.4046	25.4046	26.4046	27.4046	28.4046	29.4046	30.4046	31.4046	32.4046	33.4046	34.4046	35.4046	36.4046	37.4046	38.4046	39.4046	40.4046	41.4046	42.4046	43.4046	44.4046	45.4046	46.4046	47.4046	
22.8	23.8	24.8	25.8	26.8	27.8	28.8	29.5305	28.9538	28.4005	27.8718	27.369	26.8933	26.4462	26.0296	25.6457	25.2968	24.985	24.7124	24.4684	24.2108	23.9234	23.5981	23.2369	22.8424	22.4151	21.9553	21.4639	20.9413	20.3884	19.8057	19.1942	18.555	17.8891	17.1974	16.4811	15.7412	14.9778	14.191	13.3862	12.5747	11.7843	11.03	10.3191	9.66032	9.0642	8.54312	7.69542	6.69543	5.69544	4.69545	3.69546	2.69546	1.69546	0.695452	0.304551	1.30455	2.30455	3.30455	4.30455	5.30455	6.30455	7.30455	8.30455	9.30455	10.3046	11.3046	12.3046	13.3046	14.3046	15.3046	16.3046	17.3046	18.3046	19.3046	20.3046	21.3046	22.3046	23.3046	24.3046	25.3046	26.3046	27.3046	28.3046	29.3046	30.3046	31.3046	32.3046	33.3046	34.3046	35.3046	36.3046	37.3046	38.3046	39.3046	40.3046	41.3046	42.3046	43.3046	44.3046	45.3046	46.3046	
21.6	22.6	23.6	24.6	25.6	26.6	27.6	28.6	28.1352	27.5654	27.0204	26.5014	26.0099	25.5474	25.1159	24.7179	24.3557	24.0316	23.7478	23.494	23.2281	22.934	22.6036	22.239	21.8427	21.4152	20.957	20.4688	19.9512	19.405	18.8307	18.2294	17.6021	16.9499	16.2738	15.5749	14.8543	14.1122	13.3487	12.5694	11.7866	11.0304	10.318	9.65836	9.06212	8.54166	8.11081	7.78449	7.57649	6.79544	5.79545	4.79546	3.79546	2.79546	1.79545	0.795449	0.204552	1.20455	2.20455	3.20455	4.20455	5.20455	6.20455	7.20455	8.20455	9.20455	10.2046	11.2046	12.2046	13.2046	14.2046	15.2046	16.2046	17.2046	18.2046	19.2046	20.2046	21.2046	22.2046	23.2046	24.2046	25.2046	26.2046	27.2046	28.2046	29.2046	30.2046	31.2046	32.2046	33.2046	34.2046	35.2046	36.2046	37.2046	38.2046	39.2046	40.2046	41.2046	42.2046	43.2046	44.2046	45.2046	
20.4	21.4	22.4	23.4	24.4	25.4	26.4	27.4	27.3287	26.7417	26.1795	25.6435	25.1352	24.6563	24.2091	23.796	23.4195	23.0821	22.7863	22.5219	22.247	21.9456	21.6097	21.2413	20.843	20.4154	19.9589	19.4743	18.9622	18.4233	17.8584	17.2685	16.6547	16.018	15.3597	14.6809	13.9827	13.2656	12.5295	11.7809	11.0328	10.3184	9.65719	9.06002	8.53944	8.10926	7.78366	7.57618	7.4969	7.55013	6.89545	5.89546	4.89546	3.89546	2.89545	1.89545	0.895448	0.104552	1.10455	2.10455	3.10455	4.10455	5.10455	6.10455	7.10455	8.10455	9.10455	10.1046	11.1046	12.1046	13.1046	14.1046	15.1046	16.1046	17.1046	18.1046	19.1046	20.1046	21.1046	22.1046	23.1046	24.1046	25.1046	26.1046	27.1046	28.1046	29.1046	30.1046	31.1046	32.1046	33.1046	34.1046	35.1046	36.1046	37.1046	38.1046	39.1046	40.1046	41.1046	42.1046	43.1046	44.1046	
19.2	20.2	21.2	22.2	23.2	24.2	25.2	26.2	26.5353	25.9303	25.3501	24.7962	24.2702	23.774	23.3099	22.8806	22.4888	22.1371	21.8283	21.5523	21.2676	20.9582	20.6163	20.2438	19.8433	19.4156	18.961	18.4803	17.9743	17.4438	16.8894	16.3123	15.7138	15.0949	14.457	13.8014	13.1294	12.4417	11.7385	11.0268	10.321	9.65761	9.05877	8.53721	8.10692	7.78205	7.57533	7.49658	7.55008	7.73335	7.99545	6.99546	5.99546	4.99546	3.99545	2.99545	1.99545	0.995448	0.00455226	1.00455	2.00455	3.00455	4.00455	5.00455	6.00455	7.00455	8.00455	9.00455	10.0046	11.0046	12.0046	13.0046	14.0046	15.0046	16.0046	17.0046	18.0046	19.0046	20.0046	21.0046	22.0046	23.0046	24.0046	25.0046	26.0046	27.0046	28.0046	29.0046	30.0046	31.0046	32.0046	33.0046	34.0046	35.0046	36.0046	37.0046	38.0046	39.0046	40.0046	41.0046	42.0046	43.0046	
