-300.000,-5.625
-295.345,-5.625
-290.690,-5.625
-286.034,-5.625
-281.379,-5.625
-276.724,-5.625
-272.069,-5.625
-267.414,-5.625
-262.759,-5.625
-258.103,-5.625
-253.448,-5.625
-248.793,-5.625
-244.138,-5.625
-239.483,-5.625
-234.828,-5.625
-230.172,-5.625
-225.517,-5.625
-220.862,-5.625
-216.207,-5.625
-211.552,-5.625
-206.897,-5.625
-202.241,-5.625
-197.586,-5.625
-192.931,-5.625
-188.276,-5.625
-183.621,-5.625
-178.966,-5.625
-174.310,-5.625
-169.655,-5.625
-165.000,-5.625
-160.000,-5.625
-158.002,-5.623
-156.018,-5.608
-154.055,-5.571
-152.121,-5.506
-150.218,-5.408
-148.345,-5.275
-146.499,-5.109
-144.677,-4.911
-142.872,-4.684
-141.075,-4.435
-139.278,-4.168
-137.472,-3.890
-135.647,-3.610
-133.793,-3.332
-131.901,-3.065
-129.963,-2.816
-127.972,-2.589
-125.923,-2.391
-123.812,-2.225
-121.638,-2.092
-119.404,-1.994
-117.112,-1.929
-114.772,-1.892
-112.396,-1.877
-110.000,-1.875
-95.000,-1.875
-89.071,-1.875
-83.143,-1.875
-77.214,-1.875
-71.286,-1.875
-65.357,-1.875
-59.429,-1.875
-53.500,-1.875
-47.571,-1.875
-41.643,-1.875
-35.714,-1.875
-29.786,-1.875
-23.857,-1.875
-17.929,-1.875
-12.000,-1.875
-11.250,-1.875
-9.197,-1.713
-7.194,-1.233
-5.291,-0.444
-3.535,0.632
-1.969,1.969
-0.632,3.535
0.444,5.291
1.233,7.194
1.713,9.197
1.875,11.250
1.875,12.000
1.875,16.929
1.875,21.859
1.875,26.788
1.875,31.717
1.875,36.646
1.875,41.576
1.875,46.505
1.875,51.434
1.875,56.364
1.875,61.293
1.875,66.222
1.875,71.152
1.875,76.081
1.875,81.010
1.875,85.939
1.875,90.869
1.875,95.798
1.875,100.727
1.875,105.657
1.875,110.586
1.875,115.515
1.875,120.444
1.875,125.374
1.875,130.303
1.875,135.232
1.875,140.162
1.875,145.091
1.875,150.020
1.875,154.949
1.875,159.879
1.875,164.808
1.875,169.737
1.875,174.667
1.875,179.596
1.875,184.525
1.875,189.455
1.875,194.384
1.875,199.313
1.875,204.242
1.875,209.172
1.875,214.101
1.875,219.030
1.875,223.960
1.875,228.889
1.875,233.818
1.875,238.747
1.875,243.677
1.875,248.606
1.875,253.535
1.875,258.465
1.875,263.394
1.875,268.323
1.875,273.253
1.875,278.182
1.875,283.111
1.875,288.040
1.875,292.970
1.875,297.899
1.875,302.828
1.875,307.758
1.875,312.687
1.875,317.616
1.875,322.545
1.875,327.475
1.875,332.404
1.875,337.333
1.875,342.263
1.875,347.192
1.875,352.121
1.875,357.051
1.875,361.980
1.875,366.909
1.875,371.838
1.875,376.768
1.875,381.697
1.875,386.626
1.875,391.556
1.875,396.485
1.875,401.414
1.875,406.343
1.875,411.273
1.875,416.202
1.875,421.131
1.875,426.061
1.875,430.990
1.875,435.919
1.875,440.848
1.875,445.778
1.875,450.707
1.875,455.636
1.875,460.566
1.875,465.495
1.875,470.424
1.875,475.354
1.875,480.283
1.875,485.212
1.875,490.141
1.875,495.071
1.875,500.000
