6.25	5.48293	4.80234	4.25	3.88104	3.75	3.88104	4.25	4.80234	5.48293	6.25	7.07549	7.94119	8.8353	9.75	10.68	11.6216	12.5723	12	11	10	9	8	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.8824	15.0083	14.151	13.3135	12.5	11.7154	10.9659	10.2591	9.60469	9.01388	8.5	8.07775	7.76209	7.56637	7.5	7.56637	7.76209	8.07775	8.5	9.01388	9.60469	10.2591	10.9659	11.7154	12.5	13.3135	14.151	15.0083	15.8824	16.7705	17.6706	18.5809	19.5	20.4267	21.36	22.2991	23.2433	24.1919	25.1446	26.1008	27.0601	28.0223	28.9871	29.9541	30.9233	31.8944	32.8672	33.8415	34.8174	35.7946	36.7729	37.7525	38.733	39.7146	40.6971	41.6803	
7.94044	7.07464	6.24904	5.48184	4.8011	4.24859	3.8795	3.74841	3.8795	4.2486	4.8011	5.48184	6.24905	7.07464	7.94044	8.83462	9.74939	10.6794	11.6211	11	10	9	8	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.0087	14.1514	13.314	12.5005	11.7159	10.9664	10.2597	9.60531	9.01454	8.5007	8.07849	7.76286	7.56716	7.5008	7.56716	7.76286	8.07849	8.5007	9.01454	9.60531	10.2597	10.9664	11.7159	12.5005	13.314	14.1514	15.0087	15.8828	16.7709	17.6709	18.5812	19.5003	20.427	21.3603	22.2994	23.2435	24.1922	25.1448	26.101	27.0603	28.0225	28.9873	29.9543	30.9235	31.8945	32.8673	33.8417	34.8176	35.7947	36.7731	37.7526	38.7332	39.7147	40.6972	41.6805	42.6645	
9.74877	8.83395	7.93969	7.0738	6.24809	5.48075	4.79986	4.24719	3.87797	3.74681	3.87797	4.24719	4.79986	5.48075	6.24809	7.0738	7.93969	8.83395	9.74878	10.6789	10	9	8	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	14.1518	13.3144	12.501	11.7164	10.9669	10.2603	9.60593	9.0152	8.50141	8.07923	7.76363	7.56795	7.50159	7.56795	7.76363	8.07923	8.50141	9.0152	9.60593	10.2603	10.9669	11.7164	12.501	13.3144	14.1518	15.0091	15.8831	16.7712	17.6713	18.5815	19.5006	20.4273	21.3606	22.2996	23.2438	24.1924	25.1451	26.1012	27.0606	28.0227	28.9875	29.9545	30.9237	31.8947	32.8675	33.8419	34.8177	35.7949	36.7733	37.7528	38.7334	39.7149	40.6973	41.6806	42.6647	43.6494	
11.6201	10.6783	9.74816	8.83327	7.93893	7.07295	6.24713	5.47966	4.79861	4.24578	3.87643	3.74522	3.87643	4.24579	4.79861	5.47966	6.24714	7.07296	7.93894	8.83327	9.74817	9	8	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14.1522	13.3149	12.5014	11.7169	10.9675	10.2609	9.60655	9.01587	8.50211	8.07997	7.7644	7.56874	7.50239	7.56874	7.7644	8.07997	8.50211	9.01587	9.60655	10.2609	10.9675	11.7169	12.5014	13.3149	14.1522	15.0095	15.8835	16.7716	17.6716	18.5819	19.5009	20.4276	21.3608	22.2999	23.244	24.1927	25.1453	26.1015	27.0608	28.023	28.9877	29.9547	30.9239	31.8949	32.8677	33.8421	34.8179	35.7951	36.7734	37.753	38.7335	39.715	40.6975	41.6807	42.6648	43.6496	44.635	
13.5283	12.5704	11.6196	10.6778	9.74755	8.83259	7.93818	7.07211	6.24618	5.47857	4.79737	4.24438	3.87489	3.74363	3.87489	4.24438	4.79737	5.47857	6.24618	7.07211	7.93819	8.8326	8	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	13.3153	12.5019	11.7174	10.968	10.2615	9.60717	9.01653	8.50281	8.08071	7.76517	7.56953	7.50319	7.56953	7.76516	8.0807	8.50281	9.01653	9.60717	10.2615	10.968	11.7174	12.5019	13.3153	14.1527	15.0099	15.8839	16.7719	17.6719	18.5822	19.5012	20.4279	21.3611	22.3002	23.2443	24.1929	25.1455	26.1017	27.061	28.0232	28.9879	29.9549	30.9241	31.8951	32.8679	33.8422	34.8181	35.7952	36.7736	37.7531	38.7337	39.7152	40.6976	41.6809	42.6649	43.6497	44.6352	45.6212	
15.4597	14.4915	13.5279	12.5699	11.6191	10.6772	9.74694	8.83192	7.93743	7.07127	6.24522	5.47748	4.79613	4.24297	3.87335	3.74204	3.87335	4.24298	4.79613	5.47749	6.24523	7.07127	7.93744	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	13.3158	12.5024	11.7179	10.9686	10.2621	9.6078	9.01719	8.50351	8.08144	7.76594	7.57032	7.50398	7.57032	7.76593	8.08144	8.50351	9.01719	9.60779	10.2621	10.9686	11.7179	12.5024	13.3158	14.1531	15.0103	15.8843	16.7723	17.6723	18.5825	19.5015	20.4282	21.3614	22.3004	23.2446	24.1932	25.1458	26.1019	27.0612	28.0234	28.9881	29.9551	30.9243	31.8953	32.8681	33.8424	34.8182	35.7954	36.7738	37.7533	38.7338	39.7154	40.6978	41.681	42.6651	43.6498	44.6353	45.6214	46.608	
17.4066	16.4314	15.4593	14.4911	13.5274	12.5694	11.6186	10.6766	9.74633	8.83124	7.93668	7.07042	6.24427	5.47639	4.79488	4.24157	3.87181	3.74044	3.87181	4.24157	4.79489	5.4764	6.24427	7	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	13	12.5029	11.7184	10.9691	10.2626	9.60842	9.01786	8.50422	8.08218	7.7667	7.57111	7.50478	7.57111	7.7667	8.08218	8.50422	9.01785	9.60842	10.2626	10.9691	11.7184	12.5029	13.3162	14.1535	15.0107	15.8846	16.7726	17.6726	18.5828	19.5018	20.4285	21.3617	22.3007	23.2448	24.1934	25.146	26.1021	27.0614	28.0236	28.9883	29.9553	30.9244	31.8955	32.8682	33.8426	34.8184	35.7956	36.7739	37.7534	38.734	39.7155	40.6979	41.6812	42.6652	43.65	44.6354	45.6215	46.6082	47.5954	
19.3644	18.3842	17.4063	16.431	15.4589	14.4906	13.527	12.569	11.618	10.6761	9.74571	8.83057	7.93593	7.06958	6.24331	5.47531	4.79364	4.24016	3.87027	3.73885	3.87027	4.24017	4.79365	5.47531	6	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	12.5033	11.7189	10.9697	10.2632	9.60904	9.01852	8.50492	8.08292	7.76747	7.5719	7.50557	7.5719	7.76747	8.08292	8.50492	9.01852	9.60904	10.2632	10.9697	11.7189	12.5033	13.3167	14.1539	15.0111	15.885	16.773	17.673	18.5832	19.5021	20.4287	21.362	22.301	23.2451	24.1937	25.1462	26.1024	27.0617	28.0238	28.9885	29.9555	30.9246	31.8957	32.8684	33.8428	34.8186	35.7957	36.7741	37.7536	38.7341	39.7157	40.6981	41.6813	42.6654	43.6501	44.6355	45.6216	46.6083	47.5955	48.5832	
21.33	20.3462	19.3641	18.3839	17.4059	16.4307	15.4586	14.4902	13.5265	12.5685	11.6175	10.6755	9.7451	8.82989	7.93518	7.06874	6.24236	5.47422	4.7924	4.23876	3.86873	3.73726	3.86874	4.23876	4.7924	5	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	12	11.7195	10.9702	10.2638	9.60966	9.01918	8.50562	8.08366	7.76824	7.57269	7.50637	7.57269	7.76824	8.08366	8.50562	9.01918	9.60966	10.2638	10.9702	11.7195	12.5038	13.3171	14.1543	15.0115	15.8854	16.7734	17.6733	18.5835	19.5024	20.429	21.3622	22.3012	23.2453	24.1939	25.1465	26.1026	27.0619	28.024	28.9887	29.9557	30.9248	31.8959	32.8686	33.843	34.8188	35.7959	36.7742	37.7537	38.7343	39.7158	40.6982	41.6815	42.6655	43.6503	44.6357	45.6218	46.6084	47.5956	48.5834	49.5716	
23.3014	22.3149	21.3297	20.3459	19.3638	18.3836	17.4056	16.4303	15.4582	14.4898	13.5261	12.568	11.617	10.675	9.74449	8.82922	7.93443	7.06789	6.24141	5.47313	4.79116	4.23736	3.86719	3.73567	3.8672	4.23736	4	3	2	1	6.03961e-14	1	2	3	4	5	6	7	8	9	10	11	11.72	10.9708	10.2644	9.61029	9.01984	8.50633	8.0844	7.76901	7.57348	7.50717	7.57348	7.76901	8.0844	8.50632	9.01984	9.61028	10.2644	10.9708	11.72	12.5043	13.3176	14.1548	15.0119	15.8858	16.7737	17.6736	18.5838	19.5028	20.4293	21.3625	22.3015	23.2456	24.1942	25.1467	26.1028	27.0621	28.0242	28.9889	29.9559	30.925	31.896	32.8688	33.8431	34.8189	35.7961	36.7744	37.7539	38.7344	39.716	40.6984	41.6816	42.6656	43.6504	44.6358	45.6219	46.6085	47.5958	48.5835	49.5717	50.5604	
