-500.000,-5.780
-495.071,-5.780
-490.141,-5.780
-485.212,-5.780
-480.283,-5.780
-475.354,-5.780
-470.424,-5.780
-465.495,-5.780
-460.566,-5.780
-455.636,-5.780
-450.707,-5.780
-445.778,-5.780
-440.848,-5.780
-435.919,-5.780
-430.990,-5.780
-426.061,-5.780
-421.131,-5.780
-416.202,-5.780
-411.273,-5.780
-406.343,-5.780
-401.414,-5.780
-396.485,-5.780
-391.556,-5.780
-386.626,-5.780
-381.697,-5.780
-376.768,-5.780
-371.838,-5.780
-366.909,-5.780
-361.980,-5.780
-357.051,-5.780
-352.121,-5.780
-347.192,-5.780
-342.263,-5.780
-337.333,-5.780
-332.404,-5.780
-327.475,-5.780
-322.545,-5.780
-317.616,-5.780
-312.687,-5.780
-307.758,-5.780
-302.828,-5.780
-297.899,-5.780
-292.970,-5.780
-288.040,-5.780
-283.111,-5.780
-278.182,-5.780
-273.253,-5.780
-268.323,-5.780
-263.394,-5.780
-258.465,-5.780
-253.535,-5.780
-248.606,-5.780
-243.677,-5.780
-238.747,-5.780
-233.818,-5.780
-228.889,-5.780
-223.960,-5.780
-219.030,-5.780
-214.101,-5.780
-209.172,-5.780
-204.242,-5.780
-199.313,-5.780
-194.384,-5.780
-189.455,-5.780
-184.525,-5.780
-179.596,-5.780
-174.667,-5.780
-169.737,-5.780
-164.808,-5.780
-159.879,-5.780
-154.949,-5.780
-150.020,-5.780
-145.091,-5.780
-140.162,-5.780
-135.232,-5.780
-130.303,-5.780
-125.374,-5.780
-120.444,-5.780
-115.515,-5.780
-110.586,-5.780
-105.657,-5.780
-100.727,-5.780
-95.798,-5.780
-90.869,-5.780
-85.939,-5.780
-81.010,-5.780
-76.081,-5.780
-71.152,-5.780
-66.222,-5.780
-61.293,-5.780
-56.364,-5.780
-51.434,-5.780
-46.505,-5.780
-41.576,-5.780
-36.646,-5.780
-31.717,-5.780
-26.788,-5.780
-21.859,-5.780
-16.929,-5.780
-12.000,-5.780
-11.250,-5.780
-8.586,-5.570
-5.987,-4.946
-3.519,-3.924
-1.240,-2.528
0.792,-0.792
2.528,1.240
3.924,3.519
4.946,5.987
5.570,8.586
5.780,11.250
5.780,12.000
5.780,16.929
5.780,21.859
5.780,26.788
5.780,31.717
5.780,36.646
5.780,41.576
5.780,46.505
5.780,51.434
5.780,56.364
5.780,61.293
5.780,66.222
5.780,71.152
5.780,76.081
5.780,81.010
5.780,85.939
5.780,90.869
5.780,95.798
5.780,100.727
5.780,105.657
5.780,110.586
5.780,115.515
5.780,120.444
5.780,125.374
5.780,130.303
5.780,135.232
5.780,140.162
5.780,145.091
5.780,150.020
5.780,154.949
5.780,159.879
5.780,164.808
5.780,169.737
5.780,174.667
5.780,179.596
5.780,184.525
5.780,189.455
5.780,194.384
5.780,199.313
5.780,204.242
5.780,209.172
5.780,214.101
5.780,219.030
5.780,223.960
5.780,228.889
5.780,233.818
5.780,238.747
5.780,243.677
5.780,248.606
5.780,253.535
5.780,258.465
5.780,263.394
5.780,268.323
5.780,273.253
5.780,278.182
5.780,283.111
5.780,288.040
5.780,292.970
5.780,297.899
5.780,302.828
5.780,307.758
5.780,312.687
5.780,317.616
5.780,322.545
5.780,327.475
5.780,332.404
5.780,337.333
5.780,342.263
5.780,347.192
5.780,352.121
5.780,357.051
5.780,361.980
5.780,366.909
5.780,371.838
5.780,376.768
5.780,381.697
5.780,386.626
5.780,391.556
5.780,396.485
5.780,401.414
5.780,406.343
5.780,411.273
5.780,416.202
5.780,421.131
5.780,426.061
5.780,430.990
5.780,435.919
5.780,440.848
5.780,445.778
5.780,450.707
5.780,455.636
5.780,460.566
5.780,465.495
5.780,470.424
5.780,475.354
5.780,480.283
5.780,485.212
5.780,490.141
5.780,495.071
5.780,500.000
