1.200000	480.841740	3.171464	113	63	
1.400000	481.666255	3.647020	114	63	
0.200000	477.231244	5.947055	115	0	
2.000000	486.685172	5.789504	116	93	
1.800000	484.379542	5.527855	117	168	
1.200000	481.443915	4.310600	118	16	
1.600000	483.391609	4.590049	119	181	
1.000000	480.568387	4.277078	120	16	
1.600000	482.755239	3.889328	121	34	
1.200000	481.749704	4.718328	122	103	
1.600000	483.627845	5.058858	123	72	
1.800000	484.851685	5.185868	124	109	
1.800000	484.992737	5.708274	125	133	
1.800000	483.476907	3.875110	126	189	
1.800000	484.701822	5.369884	127	123	
1.200000	481.104593	3.731146	128	58	
1.600000	482.460709	3.787277	129	80	
0.600000	479.193287	5.239027	130	1	
0.600000	480.043082	6.800465	131	83	
1.200000	481.789970	4.732420	132	67	
1.600000	483.851083	5.196180	133	17	
1.200000	481.299403	4.092138	134	202	
2.200000	485.970741	5.081121	135	61	
2.000000	486.284329	5.948245	136	43	
2.000000	485.144792	4.603883	137	102	
1.400000	483.205053	5.647865	138	68	
0.600000	479.373932	5.626053	139	78	
1.400000	482.697648	4.739723	140	122	
1.200000	481.437434	4.299797	141	16	
0.600000	480.102655	7.098328	142	83	
0.800000	481.625952	7.616485	143	142	
0.400000	478.054942	4.786333	144	1	
1.800000	483.498737	3.902397	145	189	
2.200000	487.074294	6.232432	146	54	
1.200000	482.640094	6.045976	147	95	
2.000000	484.820343	4.401176	148	134	
2.200000	485.852312	4.573570	149	52	
1.800000	484.447516	5.159048	150	74	
1.800000	485.329411	5.438247	151	39	
2.200000	487.679688	6.771283	152	156	
2.000000	485.501058	5.267708	153	150	
2.200000	487.001854	5.870236	154	54	
1.800000	483.086873	3.599282	155	63	
2.000000	486.325431	6.153758	156	43	
0.800000	480.487500	5.567838	157	139	
2.600000	487.597895	4.771087	158	59	
1.000000	483.196773	7.854107	159	143	
1.200000	484.789116	7.961717	160	159	
2.200000	485.606618	4.346756	161	37	
2.000000	483.896878	3.689431	162	63	
1.400000	486.525254	8.680688	163	160	
1.600000	488.340603	9.076744	164	163	
2.400000	486.664365	4.479938	165	57	
1.200000	483.253556	6.006559	166	92	
2.200000	487.876384	7.118180	167	104	
1.600000	483.273971	4.936421	168	134	
1.200000	483.023178	5.830151	169	82	
2.200000	487.615473	6.450209	170	156	
1.800000	484.707740	5.399478	171	123	
1.800000	485.203484	5.307903	172	200	
2.000000	483.669477	3.462030	173	63	
1.400000	481.363101	2.889134	174	63	
2.200000	487.161394	6.954630	175	117	
1.400000	483.130912	5.277163	176	68	
2.200000	487.475693	5.956821	177	136	
1.400000	486.269691	7.739566	178	143	
1.600000	481.979752	3.083258	179	174	
2.400000	487.087128	5.581936	180	135	
1.400000	482.473599	4.478815	181	182	
1.000000	480.682073	4.561293	182	16	
1.600000	481.819973	2.759798	183	58	
2.200000	484.542554	3.639201	184	155	
2.400000	487.127825	5.785417	185	135	
0.200000	477.376749	6.674579	186	0	
2.400000	485.140242	4.104828	187	201	
1.400000	484.221257	5.862200	188	82	
1.000000	480.376819	3.823422	189	58	
1.600000	487.664450	7.548123	190	143	
1.800000	482.481200	3.306135	191	183	
1.800000	482.448831	3.144293	192	183	
2.000000	483.053621	3.023950	193	192	
1.800000	484.602478	5.395245	194	47	
0.200000	477.167776	5.629714	195	0	
2.200000	486.562014	5.456181	196	117	
1.600000	488.267675	8.712102	197	163	
2.600000	485.954902	4.073301	198	187	
0.800000	480.389651	5.488909	199	50	
1.400000	483.080323	5.189735	200	30	
2.200000	484.319276	4.595191	201	191	
1.000000	480.480975	4.058549	202	16	
0.800000	481.005382	6.263975	203	92	
2.800000	486.739800	3.998896	204	187	
3.000000	487.583287	4.070963	205	198	
2.000000	483.083265	3.172167	206	192	
2.200000	483.859426	3.445565	207	191	
3.200000	488.506861	4.208274	208	187	
