0.000000	476.041833	6.000000	0	-1	
0.200000	477.097676	5.279213	1	0	
0.400000	477.994291	4.881144	2	0	
0.600000	478.990934	4.967812	3	62	
0.800000	479.935934	4.854107	4	2	
1.000000	480.850642	4.768198	5	67	
0.600000	478.974740	4.886842	6	62	
1.200000	481.949738	4.958330	7	6	
1.400000	482.889382	4.893303	8	6	
1.600000	483.909944	4.933413	9	112	
1.800000	485.018160	5.835389	10	133	
2.000000	485.989612	5.346324	11	133	
2.200000	487.080714	5.932435	12	171	
1.600000	483.709432	4.764650	13	5	
2.200000	486.887393	5.449132	14	171	
1.200000	481.678737	4.983321	15	182	
0.600000	478.857555	4.316324	16	2	
1.400000	482.811846	4.870905	17	33	
0.200000	477.185476	5.718217	18	0	
2.200000	487.133325	6.063961	19	171	
1.000000	480.963530	4.971976	20	6	
0.800000	479.686963	4.147036	21	16	
1.600000	483.741678	4.796990	22	33	
1.800000	484.977578	5.632480	23	133	
1.400000	482.806457	4.857431	24	33	
1.400000	483.065683	5.153135	25	30	
0.600000	478.992426	4.975276	26	62	
1.800000	484.856389	5.209389	27	109	
1.000000	480.502851	4.079441	28	21	
1.000000	480.908692	4.863790	29	4	
1.000000	481.004429	5.030005	30	26	
1.400000	482.493063	4.527476	31	182	
1.600000	483.283293	4.959726	32	134	
1.000000	480.863484	4.832412	33	67	
1.200000	481.199507	3.907717	34	48	
1.400000	482.473110	4.477592	35	182	
2.000000	486.057403	5.399121	36	23	
1.400000	482.129213	4.374409	37	56	
1.200000	481.772794	4.776053	38	103	
1.600000	484.241761	5.415704	39	68	
1.600000	483.273559	4.935390	40	134	
1.200000	481.757058	4.736715	41	103	
0.400000	478.397817	5.889960	42	0	
1.800000	485.094680	5.923681	43	9	
1.600000	483.988732	4.996306	44	26	
0.600000	479.619913	5.971672	45	115	
1.400000	481.860217	3.778119	46	128	
1.600000	483.523429	4.774191	47	96	
1.000000	480.417964	4.029147	48	58	
0.200000	477.166628	5.623976	49	0	
0.400000	478.194088	5.482060	50	1	
1.800000	484.055339	4.593227	51	134	
2.000000	484.937598	4.609587	52	97	
1.200000	481.771247	4.772186	53	103	
2.000000	485.827807	5.600335	54	171	
0.600000	479.265837	5.420402	55	1	
1.200000	481.254331	4.181836	56	48	
2.200000	485.768378	4.468975	57	134	
0.800000	479.612135	3.772896	58	16	
2.400000	486.643677	4.558336	59	148	
2.600000	487.672878	4.669883	60	100	
2.000000	484.954517	4.694179	61	97	
0.400000	477.997371	4.888846	62	0	
1.000000	480.207447	3.688594	63	2	
0.800000	480.784625	5.922301	64	115	
1.400000	482.882142	4.884252	65	6	
1.800000	484.053104	4.589502	66	134	
0.800000	479.897002	4.756778	67	2	
1.200000	482.075480	5.355256	68	30	
2.200000	485.917798	4.755292	69	97	
2.400000	486.561778	4.775803	70	161	
2.400000	486.838763	4.710616	71	61	
1.400000	482.616073	4.686681	72	15	
2.000000	485.733538	5.655300	73	194	
1.600000	483.415706	4.556056	74	182	
0.800000	480.709174	5.875291	75	82	
2.400000	486.672682	4.521520	76	57	
0.200000	477.328480	6.433234	77	0	
0.400000	478.248722	5.755230	78	1	
0.800000	480.409755	5.539169	79	50	
1.200000	480.945798	3.691753	80	63	
0.400000	478.128131	5.152275	81	1	
0.400000	478.359057	5.867904	82	18	
0.400000	478.682989	6.772547	83	77	
0.400000	478.626214	6.488671	84	77	
2.200000	486.805928	5.508623	85	194	
1.800000	485.434890	5.574593	86	138	
2.600000	487.648773	4.629709	87	100	
1.400000	482.018764	4.002000	88	48	
0.600000	479.655949	6.022380	89	92	
0.600000	479.056660	5.296444	90	62	
0.600000	479.099282	5.509555	91	62	
0.200000	477.246997	6.025818	92	0	
1.400000	483.211469	5.679947	93	68	
1.600000	483.674227	4.882891	94	140	
1.000000	481.430899	5.829041	95	91	
1.400000	482.568591	4.716296	96	182	
1.800000	484.015681	4.527131	97	134	
2.200000	486.953470	5.614325	98	171	
2.200000	486.725133	5.306637	99	194	
2.000000	484.870948	4.464432	100	134	
1.800000	484.674236	5.231958	101	123	
1.800000	484.224015	4.750221	102	168	
0.800000	479.862372	4.670204	103	2	
2.000000	486.452748	6.357010	104	9	
0.800000	480.418327	5.560598	105	50	
1.200000	481.445592	4.313394	106	16	
2.200000	486.701867	6.004048	107	153	
0.800000	480.451349	5.643154	108	50	
1.600000	483.814512	5.013326	109	17	
2.000000	485.594481	5.734826	110	150	
1.000000	481.959179	5.935604	111	42	
1.200000	481.936578	4.924009	112	62	
